config,target,trial,core_number,execs_sec,execs_done,run_time
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3448083,0,993.3283841261169,50912053,51254
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445461,0,1068.5511823303507,54813470,51297
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445447,0,609.27483475989,31249097,51289
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445446,0,669.7097284008429,34323963,51252
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445445,0,742.1065725594182,38061904,51289
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445462,0,865.3998010842856,44375971,51278
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445448,0,1874.550027305352,96111929,51272
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445457,0,1668.2989592266313,85597083,51308
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447248,0,1898.6255604506998,97395694,51298
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445455,0,170.32167941314188,8730008,51256
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445450,0,1589.1113905786929,81502345,51288
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445452,0,1234.993799235629,63335422,51284
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447858,0,807.6477146476951,41436366,51305
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3451111,0,756.2715639995318,38771018,51266
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445443,0,1355.86365053994,69558517,51302
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447873,0,1320.9065847234417,67703067,51255
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3453305,0,587.9737509263232,30150118,51278
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445459,0,839.0749273355051,43013498,51263
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447874,0,1690.8089302434457,86677629,51264
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445458,0,1036.0448706703312,53152210,51303
aflplusplus_fixseed3,bloaty_fuzz_target,3448137,0,1406.0921855802796,72100189,51277
aflplusplus_fixseed3,bloaty_fuzz_target,3445769,0,1263.0376206728424,64762254,51275
aflplusplus_fixseed3,bloaty_fuzz_target,3445773,0,1310.5135361810026,67190029,51270
aflplusplus_fixseed3,bloaty_fuzz_target,3447880,0,1271.0809508951206,65178489,51278
aflplusplus_fixseed3,bloaty_fuzz_target,3445774,0,1352.7151160522724,69353704,51270
aflplusplus_fixseed3,bloaty_fuzz_target,3448139,0,1424.4865028281647,73033423,51270
aflplusplus_fixseed3,bloaty_fuzz_target,3445776,0,1252.8714673012034,64235973,51271
aflplusplus_fixseed3,bloaty_fuzz_target,3445782,0,1307.7351805631386,67065891,51284
aflplusplus_fixseed3,bloaty_fuzz_target,3445766,0,1522.8062137967352,78078843,51273
aflplusplus_fixseed3,bloaty_fuzz_target,3445767,0,1315.9861717896708,67473243,51272
aflplusplus_fixseed3,bloaty_fuzz_target,3445770,0,1115.1026076102432,57174656,51273
aflplusplus_fixseed3,bloaty_fuzz_target,3445777,0,1410.4119643449258,72310411,51269
aflplusplus_fixseed3,bloaty_fuzz_target,3448136,0,1301.0838452986952,66710472,51273
aflplusplus_fixseed3,bloaty_fuzz_target,3445771,0,1212.222319739434,62154275,51273
aflplusplus_fixseed3,bloaty_fuzz_target,3445768,0,1361.317267744641,69793375,51269
aflplusplus_fixseed3,bloaty_fuzz_target,3445781,0,1132.2120195776379,58063229,51283
aflplusplus_fixseed3,bloaty_fuzz_target,3445772,0,1194.7492442416087,61258378,51273
aflplusplus_fixseed3,bloaty_fuzz_target,3445780,0,1296.7590497737556,66487430,51272
aflplusplus_fixseed3,bloaty_fuzz_target,3447361,0,1194.8619270528575,61260571,51270
aflplusplus_fixseed3,bloaty_fuzz_target,3448138,0,1457.681359833044,74736781,51271
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445882,0,1229.2635273471776,63042780,51285
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445873,0,1069.2044187044187,54830941,51282
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445863,0,1364.5498216130857,69991854,51293
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445871,0,2399.985276336831,123066445,51278
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3450886,0,1872.4005190142632,95962399,51251
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3448350,0,530.6210721247563,27220861,51300
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445879,0,2367.50597594026,121427014,51289
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445881,0,1174.2298000975134,60208633,51275
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3448154,0,1176.8562957183262,60331538,51265
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445865,0,2075.434712195122,106366029,51250
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3447402,0,1426.2747529095268,73163616,51297
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445864,0,652.5278145953532,33477287,51304
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445874,0,1206.5517611264968,61864735,51274
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445872,0,355.15914276242665,18212916,51281
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3448155,0,320.3841413471664,16428658,51278
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445875,0,604.032865497076,30986886,51300
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3447403,0,971.0667329512223,49809897,51294
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3448153,0,1334.83998362605,68478626,51301
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3448157,0,1576.3779636562158,80849273,51288
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445880,0,809.5115911793952,41519040,51289
aflplusplus_fixseed4,bloaty_fuzz_target,3450882,0,1277.0058311880803,65479751,51276
aflplusplus_fixseed4,bloaty_fuzz_target,3447521,0,1350.1471144657032,69226093,51273
aflplusplus_fixseed4,bloaty_fuzz_target,3446200,0,1455.7403795517935,74637265,51271
aflplusplus_fixseed4,bloaty_fuzz_target,3447949,0,1402.1313284967625,71895686,51276
aflplusplus_fixseed4,bloaty_fuzz_target,3448362,0,958.9294184186917,49168147,51274
aflplusplus_fixseed4,bloaty_fuzz_target,3446194,0,1362.7696553607302,69870563,51271
aflplusplus_fixseed4,bloaty_fuzz_target,3448211,0,1307.3683081423696,67035310,51275
aflplusplus_fixseed4,bloaty_fuzz_target,3447523,0,1259.1893858126425,64559899,51271
aflplusplus_fixseed4,bloaty_fuzz_target,3453291,0,1450.304807411019,74364379,51275
aflplusplus_fixseed4,bloaty_fuzz_target,3446189,0,1215.0938292311894,62302721,51274
aflplusplus_fixseed4,bloaty_fuzz_target,3446199,0,906.9776867563877,46500746,51270
aflplusplus_fixseed4,bloaty_fuzz_target,3446191,0,1225.624068656134,62837746,51270
aflplusplus_fixseed4,bloaty_fuzz_target,3450924,0,1300.3790567951319,66673035,51272
aflplusplus_fixseed4,bloaty_fuzz_target,3446188,0,1035.6581308265397,53102335,51274
aflplusplus_fixseed4,bloaty_fuzz_target,3447948,0,1226.638877513212,62900815,51279
aflplusplus_fixseed4,bloaty_fuzz_target,3448210,0,1393.7767094433825,71464507,51274
aflplusplus_fixseed4,bloaty_fuzz_target,3446198,0,861.1511321748288,44153802,51273
aflplusplus_fixseed4,bloaty_fuzz_target,3450761,0,1328.4444054375597,68113330,51273
