config,target,trial,core_number,execs_sec,execs_done,run_time
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3448083,0,1634.2678326474622,19062100,11664
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445461,0,2581.3438758892603,30116539,11667
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445447,0,694.2678556117637,8097246,11663
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445446,0,662.8524899288592,7733500,11667
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445445,0,478.9006173898131,5584939,11662
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445462,0,1265.701805424831,14792257,11687
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445448,0,1511.2532350672723,17634814,11669
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445457,0,2151.388076298007,25151878,11691
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447248,0,3258.711578044597,37996577,11660
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445455,0,728.5678038745071,8499472,11666
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445450,0,1947.2625899280577,22736238,11676
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445452,0,1863.7186455207886,21740278,11665
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447858,0,1102.359358930408,12862329,11668
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3451111,0,1893.6300760878858,22149791,11697
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445443,0,2142.817948058627,25000257,11667
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447873,0,1472.9444919603147,17221667,11692
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3453305,0,576.1025377229081,6719660,11664
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445459,0,1304.8024448623696,15263579,11698
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447874,0,1577.8591971240264,18434129,11683
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445458,0,2304.6434327846364,26881361,11664
aflplusplus_fixseed3,bloaty_fuzz_target,3448137,0,1295.2466986794718,15105167,11662
aflplusplus_fixseed3,bloaty_fuzz_target,3445769,0,1104.7551230386694,12884759,11663
aflplusplus_fixseed3,bloaty_fuzz_target,3445773,0,1215.5511919053336,14175758,11662
aflplusplus_fixseed3,bloaty_fuzz_target,3447880,0,1206.4515907726611,14068432,11661
aflplusplus_fixseed3,bloaty_fuzz_target,3445774,0,1157.3131217838766,13494271,11660
aflplusplus_fixseed3,bloaty_fuzz_target,3448139,0,1213.7142367066895,14151908,11660
aflplusplus_fixseed3,bloaty_fuzz_target,3445776,0,1134.1108156788746,13222598,11659
