config,target,trial,core_number,execs_sec,execs_done,run_time
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3448083,0,1671.3059114407731,7435640,4449
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445461,0,4115.9786372835615,18303757,4447
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445447,0,1303.7398830935251,5799035,4448
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445446,0,1693.4230164081816,7534039,4449
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445445,0,1234.9817854733528,5491964,4447
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445462,0,1775.2299261910086,7937053,4471
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445448,0,1771.2745846430175,7889257,4454
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445457,0,2287.7491007194244,10175908,4448
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447248,0,3335.727579231288,14840652,4449
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445455,0,1901.3045628231064,8458904,4449
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445450,0,2665.643884892086,11856784,4448
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445452,0,2322.3022681338425,10341212,4453
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447858,0,2078.377443271175,9250858,4451
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3451111,0,2875.116923764811,12860398,4473
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445443,0,2114.942510666966,9417839,4453
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447873,0,1299.5795735129068,5789627,4455
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3453305,0,911.0386690647482,4052300,4448
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445459,0,1837.9858490566037,8182713,4452
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3447874,0,2334.974675033617,10418657,4462
aflplusplus_fixseed2,lcms_cms_transform_fuzzer,3445458,0,2670.9764097955517,11888516,4451
aflplusplus_fixseed3,bloaty_fuzz_target,3448137,0,983.3122751798561,4373773,4448
aflplusplus_fixseed3,bloaty_fuzz_target,3445769,0,790.2012592759163,3514025,4447
aflplusplus_fixseed3,bloaty_fuzz_target,3445773,0,1007.4660521582733,4481209,4448
aflplusplus_fixseed3,bloaty_fuzz_target,3447880,0,902.1814298561151,4012903,4448
aflplusplus_fixseed3,bloaty_fuzz_target,3445774,0,776.2176748369687,3451840,4447
aflplusplus_fixseed3,bloaty_fuzz_target,3448139,0,936.0395683453237,4163504,4448
aflplusplus_fixseed3,bloaty_fuzz_target,3445776,0,909.9934787497189,4046741,4447
aflplusplus_fixseed3,bloaty_fuzz_target,3445782,0,892.6424555880369,3969581,4447
aflplusplus_fixseed3,bloaty_fuzz_target,3445766,0,1139.2143017764786,5066086,4447
aflplusplus_fixseed3,bloaty_fuzz_target,3445767,0,862.8853159433326,3837251,4447
aflplusplus_fixseed3,bloaty_fuzz_target,3445770,0,832.2322392086331,3701769,4448
aflplusplus_fixseed3,bloaty_fuzz_target,3445777,0,1009.046548234765,4487230,4447
aflplusplus_fixseed3,bloaty_fuzz_target,3448136,0,831.1008762075938,3699230,4451
aflplusplus_fixseed3,bloaty_fuzz_target,3445771,0,958.902406116483,4264239,4447
aflplusplus_fixseed3,bloaty_fuzz_target,3445768,0,908.1906474820144,4039632,4448
aflplusplus_fixseed3,bloaty_fuzz_target,3445781,0,776.1849607182941,3457904,4455
aflplusplus_fixseed3,bloaty_fuzz_target,3445772,0,875.7582565715569,3898000,4451
aflplusplus_fixseed3,bloaty_fuzz_target,3445780,0,860.8191632928475,3827202,4446
aflplusplus_fixseed3,bloaty_fuzz_target,3447361,0,863.6568473127951,3840682,4447
aflplusplus_fixseed3,bloaty_fuzz_target,3448138,0,948.6577467955925,4218681,4447
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445882,0,1355.6450089928057,6029909,4448
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445873,0,2028.3247920881097,9024017,4449
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445863,0,758.8157717366884,3377489,4451
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445871,0,2262.9042266187053,10065398,4448
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3450886,0,2851.871823701372,12682274,4447
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3448350,0,427.53516063805887,1902959,4451
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445879,0,1166.7813974387777,5193344,4451
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445881,0,1030.744212182513,4585781,4449
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3448154,0,595.6711620588896,2650141,4449
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445865,0,2734.523713193976,12165896,4449
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3447402,0,1983.879577623006,8830248,4451
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445864,0,987.0011225864391,4396103,4454
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445874,0,2153.599460552933,9581364,4449
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445872,0,751.5153898000449,3344995,4451
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3448155,0,1687.1184269662922,7507677,4450
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445875,0,1394.8784542799372,6208604,4451
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3447403,0,3159.1207555655496,14048610,4447
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3448153,0,2039.59995502586,9070101,4447
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3448157,0,2152.456731849854,9576280,4449
aflplusplus_fixseed3,lcms_cms_transform_fuzzer,3445880,0,3144.535176444145,13990037,4449
aflplusplus_fixseed4,bloaty_fuzz_target,3450882,0,898.8374184843715,3997130,4447
aflplusplus_fixseed4,bloaty_fuzz_target,3447521,0,895.6283723021583,3983755,4448
aflplusplus_fixseed4,bloaty_fuzz_target,3446200,0,969.8743255395683,4314001,4448
aflplusplus_fixseed4,bloaty_fuzz_target,3447949,0,871.8396671913649,3877071,4447
aflplusplus_fixseed4,bloaty_fuzz_target,3448362,0,761.1405125899281,3385553,4448
aflplusplus_fixseed4,bloaty_fuzz_target,3446194,0,925.5570047222847,4115952,4447
aflplusplus_fixseed4,bloaty_fuzz_target,3448211,0,838.6027428057554,3730105,4448
aflplusplus_fixseed4,bloaty_fuzz_target,3447523,0,832.2728295096716,3700285,4446
aflplusplus_fixseed4,bloaty_fuzz_target,3453291,0,929.8626040026985,4135099,4447
aflplusplus_fixseed4,bloaty_fuzz_target,3446189,0,929.1456507080243,4133769,4449
aflplusplus_fixseed4,bloaty_fuzz_target,3446199,0,660.3327338129496,2937160,4448
aflplusplus_fixseed4,bloaty_fuzz_target,3446191,0,874.0764388489208,3887892,4448
aflplusplus_fixseed4,bloaty_fuzz_target,3450924,0,944.4778502361143,4200093,4447
aflplusplus_fixseed4,bloaty_fuzz_target,3446188,0,678.0245053956835,3015853,4448
aflplusplus_fixseed4,bloaty_fuzz_target,3447948,0,855.2690925426774,3807658,4452
aflplusplus_fixseed4,bloaty_fuzz_target,3448210,0,968.9159172661871,4309738,4448
aflplusplus_fixseed4,bloaty_fuzz_target,3446198,0,613.4462679856115,2728609,4448
