config,target,trial,core_number,execs_sec,execs_done,run_time
aflplusplus_toka2,re2_fuzzer,3431900,0,1893.3856111769232,155036094,81883
aflplusplus_toka2,re2_fuzzer,3428532,0,946.3131479649778,77494530,81891
aflplusplus_toka2,re2_fuzzer,3430314,0,1233.1925749526774,100979974,81885
aflplusplus_toka2,re2_fuzzer,3438973,0,530.1195973515112,43394530,81858
aflplusplus_toka2,re2_fuzzer,3440428,0,1198.0063393958642,98079581,81869
aflplusplus_toka2,re2_fuzzer,3434580,0,881.6147570016977,72180445,81873
aflplusplus_toka2,re2_fuzzer,3430603,0,2263.560087906721,185396889,81905
aflplusplus_toka2,re2_fuzzer,3433223,0,1103.5501087195523,90338819,81862
aflplusplus_toka2,re2_fuzzer,3429948,0,1342.8794808556358,109987201,81904
aflplusplus_toka2,re2_fuzzer,3431105,0,1439.3667212273715,117835196,81866
aflplusplus_toka4,freetype2_ftfuzzer,3431243,0,7312.547272371925,598648995,81866
aflplusplus_toka4,freetype2_ftfuzzer,3431245,0,6824.550163077337,558678150,81863
aflplusplus_toka4,freetype2_ftfuzzer,3430754,0,7502.459641365158,614196361,81866
aflplusplus_toka4,freetype2_ftfuzzer,3431207,0,5884.938989385741,481805840,81871
aflplusplus_toka4,freetype2_ftfuzzer,3430756,0,7171.141230791782,587072648,81866
aflplusplus_toka4,freetype2_ftfuzzer,3430348,0,7049.964795700238,577145368,81865
aflplusplus_toka4,freetype2_ftfuzzer,3434139,0,6346.501697813607,519588094,81870
aflplusplus_toka4,freetype2_ftfuzzer,3431316,0,6967.018663507225,570396785,81871
aflplusplus_toka4,freetype2_ftfuzzer,3429129,0,7776.192468363707,636621325,81868
aflplusplus_toka4,freetype2_ftfuzzer,3429112,0,7696.592115711162,630035334,81859
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3441024,0,525.6742402969221,43056400,81907
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3433394,0,500.46959929675484,40991463,81906
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3430615,0,1161.379136040634,95119274,81902
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3432484,0,395.6295735430609,32395732,81884
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3431279,0,907.9122440757426,74366184,81909
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3434694,0,760.8980407006571,62291679,81866
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3439536,0,583.2555969465649,47754052,81875
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3432712,0,915.7813877391549,75005243,81903
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3428613,0,884.3475520375257,72396228,81864
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3440547,0,641.7439503821454,52562680,81906
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3432761,0,911.2224909606176,74596318,81864
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3431400,0,391.0274887651426,32020459,81888
aflplusplus_toka2,woff2_convert_woff2ttf_fuzzer,3430617,0,754.0846325710867,61764810,81907
aflplusplus_toka3,curl_curl_fuzzer_http,3440673,0,11725.992084432717,959936616,81864
aflplusplus_toka3,curl_curl_fuzzer_http,3432760,0,12040.723819063558,985689774,81863
aflplusplus_toka3,curl_curl_fuzzer_http,3432597,0,11417.89793923995,934703379,81863
aflplusplus_toka3,curl_curl_fuzzer_http,3428679,0,10947.646813084797,896240054,81866
aflplusplus_toka3,curl_curl_fuzzer_http,3432743,0,12242.063948303874,1002172081,81863
aflplusplus_toka3,curl_curl_fuzzer_http,3434379,0,11787.322763085567,964969178,81865
aflplusplus_toka3,curl_curl_fuzzer_http,3428684,0,11127.468617151233,910894581,81860
aflplusplus_toka3,curl_curl_fuzzer_http,3431143,0,12478.40906647773,1021507523,81862
aflplusplus_toka3,curl_curl_fuzzer_http,3428687,0,12335.689517015611,1009873558,81866
aflplusplus_toka3,curl_curl_fuzzer_http,3434190,0,11987.699335467005,981337043,81862
aflplusplus_toka3,curl_curl_fuzzer_http,3437170,0,11948.609249599942,978148999,81863
aflplusplus_toka3,curl_curl_fuzzer_http,3441049,0,11136.723354873386,911685584,81863
aflplusplus_toka3,curl_curl_fuzzer_http,3433166,0,10883.540996823845,890926666,81860
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3434169,0,8070.250354246066,660662975,81864
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3434409,0,8273.752140614884,677363814,81869
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3440672,0,7257.720579434002,594211357,81873
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3438547,0,5611.288779784804,459446714,81879
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3434220,0,3683.5163433820294,301562116,81868
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3428734,0,6720.699366044926,550203495,81867
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3429964,0,6473.436628148438,529954363,81866
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3434007,0,6052.340136303679,495541401,81876
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3434140,0,3087.49782576831,252767272,81868
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3432791,0,6963.372102113106,570091274,81870
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3440779,0,6927.755093565252,567161454,81868
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3437782,0,7938.077496274218,649826900,81862
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3440521,0,3941.036909923664,322672397,81875
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3428736,0,5890.177106491095,482205239,81866
aflplusplus_toka3,jsoncpp_jsoncpp_fuzzer,3434750,0,9649.54925362195,789931401,81862
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3440789,0,1458.8678040202233,119460849,81886
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3428714,0,1427.7374212300326,116908851,81884
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3434104,0,1879.7945225559777,153885619,81863
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3432792,0,1254.4311001979038,102685221,81858
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3430087,0,1589.7053965228654,130115797,81849
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3433321,0,1704.4232700177122,139532611,81865
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3437155,0,1514.1513292933241,123930258,81848
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3430325,0,1362.7385612933952,111598749,81893
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3430326,0,1211.08636591295,99140741,81861
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3428712,0,1486.5941305064666,121723814,81881
aflplusplus_toka3,harfbuzz_hb-shape-fuzzer,3433224,0,1545.4472829008455,126497951,81852
aflplusplus_toka4,systemd_fuzz-link-parser,3429418,0,1275.7439261240793,104441328,81867
aflplusplus_toka4,systemd_fuzz-link-parser,3441052,0,1236.9802113235205,101265385,81865
aflplusplus_toka4,systemd_fuzz-link-parser,3441001,0,1236.8007572981555,101256878,81870
aflplusplus_toka4,systemd_fuzz-link-parser,3441035,0,1162.7914203351736,95195408,81868
aflplusplus_toka4,systemd_fuzz-link-parser,3437865,0,1215.6515164470068,99524174,81869
aflplusplus_toka4,systemd_fuzz-link-parser,3441048,0,1178.681471709176,96491580,81864
aflplusplus_toka4,systemd_fuzz-link-parser,3432728,0,1302.138180796619,106607355,81871
aflplusplus_toka4,systemd_fuzz-link-parser,3434748,0,1173.9626119138645,96113493,81871
aflplusplus_toka4,systemd_fuzz-link-parser,3432099,0,1165.265073044413,95397921,81868
aflplusplus_toka4,systemd_fuzz-link-parser,3440974,0,1213.5076398812796,99353511,81873
aflplusplus_toka4,systemd_fuzz-link-parser,3440664,0,1186.733729906679,97155517,81868
aflplusplus_toka4,systemd_fuzz-link-parser,3440838,0,1191.9600454389993,97583385,81868
aflplusplus_toka5,libxslt_xpath,3431600,0,14356.626730024553,1175276534,81863
aflplusplus_toka5,libxslt_xpath,3440829,0,15652.983839247541,1281431522,81865
aflplusplus_toka5,libxslt_xpath,3431264,0,13167.688845186036,1077986015,81866
aflplusplus_toka5,libxslt_xpath,3432815,0,18692.790647675356,1530229228,81862
aflplusplus_toka5,libxslt_xpath,3430013,0,15892.475874621323,1301021645,81864
aflplusplus_toka5,libxslt_xpath,3433210,0,16396.11476070652,1342284331,81866
aflplusplus_toka5,libxslt_xpath,3430913,0,15056.921332942442,1232619808,81864
aflplusplus_toka5,libxslt_xpath,3431209,0,16904.006457440704,1384793113,81921
aflplusplus_toka5,libxslt_xpath,3438624,0,16111.60021010713,1318943928,81863
aflplusplus_toka5,libxslt_xpath,3434410,0,17410.560996762964,1425315576,81865
aflplusplus_toka5,libxslt_xpath,3434599,0,14291.980126302416,1170041537,81867
aflplusplus_toka5,libxslt_xpath,3440830,0,15755.972954153993,1289799702,81861
