config,target,trial,core_number,execs_sec,execs_done,run_time
aflplusplus_nothing4,re2_fuzzer,3427787,0,25687.39564909366,2102975707,81868
aflplusplus_nothing4,re2_fuzzer,3427734,0,24393.92275762718,1998130607,81911
aflplusplus_nothing4,re2_fuzzer,3427537,0,27155.84918259268,2240819207,82517
aflplusplus_nothing4,re2_fuzzer,3427808,0,25068.57119996091,2052138307,81861
aflplusplus_nothing4,re2_fuzzer,3427807,0,25933.03595234026,2124278707,81914
aflplusplus_nothing4,re2_fuzzer,3427529,0,25850.654733987983,2116548207,81876
aflplusplus_nothing4,re2_fuzzer,3427533,0,27005.157389425643,2224900907,82388
aflplusplus_nothing4,re2_fuzzer,3427534,0,25566.919554969347,2093470507,81882
aflplusplus_nothing4,re2_fuzzer,3427543,0,26992.286911567935,2219035907,82210
aflplusplus_nothing4,re2_fuzzer,3427535,0,25799.499413847843,2112721007,81890
aflplusplus_nothing4,re2_fuzzer,3427809,0,26414.19587778328,2186329407,82771
aflplusplus_nothing1,re2_fuzzer,3427801,0,24773.009772902187,2027893807,81859
aflplusplus_nothing1,re2_fuzzer,3427730,0,24635.968030393728,2016675707,81859
aflplusplus_nothing1,re2_fuzzer,3427805,0,24907.18028681716,2039001407,81864
aflplusplus_nothing1,re2_fuzzer,3427732,0,24495.27184051177,2006456707,81912
aflplusplus_nothing1,re2_fuzzer,3427482,0,26111.842189840994,2161120507,82764
aflplusplus_nothing1,re2_fuzzer,3427742,0,27284.2710650193,2254690308,82637
aflplusplus_nothing1,re2_fuzzer,3427762,0,27023.366839843657,2226239007,82382
aflplusplus_nothing1,re2_fuzzer,3427472,0,26071.3435449371,2157377607,82749
aflplusplus_nothing1,re2_fuzzer,3427751,0,25120.023537602756,2056551207,81869
aflplusplus_nothing1,re2_fuzzer,3427714,0,26344.351223727288,2164636307,82167
aflplusplus_nothing1,re2_fuzzer,3427471,0,24485.744716955796,2005700807,81913
aflplusplus_nothing1,re2_fuzzer,3427779,0,25654.394448582836,2100812707,81889
aflplusplus_nothing1,re2_fuzzer,3427481,0,24928.121842224147,2041638107,81901
aflplusplus_nothing1,re2_fuzzer,3427479,0,26907.53165830364,2220032807,82506
aflplusplus_nothing3,re2_fuzzer,3427802,0,26769.487058335166,2192581607,81906
aflplusplus_nothing3,re2_fuzzer,3427514,0,25018.868585869684,2049270507,81909
aflplusplus_nothing3,re2_fuzzer,3427615,0,24584.999780125818,2012651007,81865
aflplusplus_nothing3,re2_fuzzer,3427520,0,25612.504510773364,2098048307,81915
aflplusplus_nothing3,re2_fuzzer,3427505,0,26105.731837568113,2160693107,82767
aflplusplus_nothing3,re2_fuzzer,3427797,0,25417.96195605711,2081197307,81879
aflplusplus_nothing3,re2_fuzzer,3427511,0,26987.18274907077,2221746807,82326
aflplusplus_nothing3,re2_fuzzer,3427692,0,25215.80240990331,2065476807,81912
aflplusplus_nothing3,re2_fuzzer,3427791,0,26365.947558530042,2182520407,82778
aflplusplus_nothing3,re2_fuzzer,3427517,0,25531.702605636383,2090050707,81861
aflplusplus_nothing3,re2_fuzzer,3427513,0,26963.983748830087,2218353907,82271
aflplusplus_nothing3,re2_fuzzer,3427800,0,25702.686189761058,2105127107,81903
aflplusplus_nothing3,re2_fuzzer,3427610,0,25371.540848854962,2077294907,81875
aflplusplus_nothing3,re2_fuzzer,3427609,0,25693.621730849063,2104359007,81902
aflplusplus_nothing5,re2_fuzzer,3427549,0,26183.475392999117,2166970607,82761
aflplusplus_nothing5,re2_fuzzer,3427556,0,26292.8884106041,2156174607,82006
aflplusplus_nothing5,re2_fuzzer,3427701,0,24913.089423053447,2040730807,81914
aflplusplus_nothing5,re2_fuzzer,3427559,0,27243.274365304096,2251329707,82638
aflplusplus_nothing5,re2_fuzzer,3427675,0,27097.301572113753,2237261607,82564
aflplusplus_nothing5,re2_fuzzer,3427551,0,25057.905687342733,2051390507,81866
aflplusplus_nothing5,re2_fuzzer,3427547,0,27024.43703685736,2228245907,82453
aflplusplus_nothing5,re2_fuzzer,3427663,0,25610.729458159352,2097672407,81906
aflplusplus_nothing5,re2_fuzzer,3427673,0,26805.435631682303,2211287607,82494
aflplusplus_nothing5,re2_fuzzer,3427784,0,25739.731835727547,2107157407,81864
aflplusplus_nothing5,re2_fuzzer,3427563,0,25644.95996238076,2099629807,81873
aflplusplus_nothing5,re2_fuzzer,3427688,0,25763.597487118124,2109987107,81898
aflplusplus_nothing5,re2_fuzzer,3427763,0,25014.018103911323,2049048307,81916
aflplusplus_nothing5,re2_fuzzer,3427557,0,26693.250594359983,2189407107,82021
aflplusplus_nothing2,re2_fuzzer,3427699,0,26923.720012591864,2223710807,82593
aflplusplus_nothing2,re2_fuzzer,3427495,0,25754.076710176458,2130892307,82740
aflplusplus_nothing2,re2_fuzzer,3427804,0,25600.986714695646,2096592807,81895
aflplusplus_nothing2,re2_fuzzer,3427703,0,24867.258429572477,2036976607,81914
aflplusplus_nothing2,re2_fuzzer,3427718,0,25280.36215826635,2069501007,81862
aflplusplus_nothing2,re2_fuzzer,3427806,0,24852.285464889148,2035700407,81912
aflplusplus_nothing2,re2_fuzzer,3427494,0,25284.890705112553,2071237107,81916
aflplusplus_nothing2,re2_fuzzer,3427501,0,27000.202004597926,2219713607,82211
aflplusplus_nothing2,re2_fuzzer,3427803,0,24001.748281713524,1966055207,81913
aflplusplus_nothing2,re2_fuzzer,3427661,0,26059.643399144534,2156748207,82762
aflplusplus_nothing2,re2_fuzzer,3427795,0,25409.556520358565,2080585307,81882
aflplusplus_nothing2,re2_fuzzer,3427768,0,25567.02871695901,2093121507,81868
