config,target,trial,core_number,execs_sec,execs_done,run_time
aflplusplus_fixseed2,libxml2_xml,3445523,0,2815.429306069601,230490751,81867
aflplusplus_fixseed2,libxml2_xml,3445535,0,2693.7464639061927,220537023,81870
aflplusplus_fixseed2,libxml2_xml,3447272,0,2657.599318456634,217585629,81873
aflplusplus_fixseed2,libxml2_xml,3445527,0,2645.1342290076336,216570365,81875
aflplusplus_fixseed2,libxml2_xml,3445537,0,2778.8254427751313,227502439,81870
aflplusplus_fixseed2,libxml2_xml,3448090,0,2617.9408337506566,214333434,81871
aflplusplus_fixseed2,libxml2_xml,3447279,0,2631.193382110445,215413171,81869
aflplusplus_fixseed2,libxml2_xml,3445526,0,2726.4324555403555,223218478,81872
aflplusplus_fixseed2,libxml2_xml,3445541,0,2427.73503688865,198753812,81868
aflplusplus_fixseed2,libxml2_xml,3448092,0,2694.356216255833,220576166,81866
aflplusplus_fixseed2,libxml2_xml,3448094,0,2578.534066202516,211104584,81870
aflplusplus_fixseed2,libxml2_xml,3448091,0,2457.872421248061,201228473,81871
aflplusplus_fixseed2,libxml2_xml,3445529,0,2652.672204035765,217168968,81868
aflplusplus_fixseed2,libxml2_xml,3445528,0,2488.3105794127705,203732917,81876
aflplusplus_fixseed2,libxml2_xml,3448093,0,2658.8830980066446,217688077,81872
aflplusplus_fixseed2,libxml2_xml,3445540,0,2820.708372519084,230945498,81875
aflplusplus_fixseed2,libxml2_xml,3447278,0,2966.587668405174,242877499,81871
aflplusplus_fixseed2,libxml2_xml,3445533,0,2409.703736274474,197289674,81873
aflplusplus_fixseed2,libxml2_xml,3447280,0,2450.4371541984733,200629542,81875
aflplusplus_fixseed2,libxml2_xml,3447060,0,2365.6100063516883,193667760,81868
aflplusplus_fixseed2,openthread_ot-ip6-send-fuzzer,3445607,0,2839.148048616625,232426855,81865
aflplusplus_fixseed2,openthread_ot-ip6-send-fuzzer,3448110,0,1643.4936562015362,134587339,81891
aflplusplus_fixseed2,openthread_ot-ip6-send-fuzzer,3445610,0,1456.0175618573069,119221630,81882
aflplusplus_fixseed2,openthread_ot-ip6-send-fuzzer,3447304,0,2923.584666878405,239330488,81862
aflplusplus_fixseed2,openthread_ot-ip6-send-fuzzer,3445619,0,2828.8461416303244,231572174,81861
aflplusplus_fixseed2,openthread_ot-ip6-send-fuzzer,3445617,0,2821.5345882755337,230979286,81863
aflplusplus_fixseed2,openthread_ot-ip6-send-fuzzer,3445615,0,2863.463488224372,234414575,81864
aflplusplus_fixseed2,openthread_ot-ip6-send-fuzzer,3447929,0,3081.612838209247,252276235,81865
